"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"male","cauc",1980.5,"kindergarten","regular+aide",391,478,"free","rural","master","level1",5,"cauc",15,39,"9931"
"male","cauc",1979.25,"kindergarten","regular",437,547,"non-free","rural","bachelor","level1",13,"cauc",38,74,"9932"
"female","cauc",1980.25,"kindergarten","regular+aide",476,520,"non-free","rural","master","level1",13,"cauc",40,76,"9933"
"female","afam",1980.25,"kindergarten","regular+aide",418,463,"free","inner-city","bachelor","level1",6,"afam",11,26,"9934"
"female","afam",1979.75,"kindergarten","small",465,602,"free","inner-city","bachelor","level1",3,"afam",11,28,"9935"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9936"
"female","cauc",1980,"kindergarten","regular",419,473,"non-free","rural","bachelor","level1",13,"cauc",38,74,"9937"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9938"
"female","afam",1979.75,"kindergarten","regular+aide",450,520,"free","inner-city","bachelor","probation",0,"cauc",11,19,"9939"
"male","cauc",1980,"kindergarten","regular+aide",450,547,"free","rural","master","level1",10,"cauc",36,72,"9940"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9941"
"male","cauc",1979.75,"kindergarten","regular",445,484,"free","rural","bachelor","apprentice",1,"cauc",40,76,"9942"
"male","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9943"
"male",NA,1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9944"
"female","cauc",1979.75,"kindergarten","small",437,513,"non-free","suburban","master","probation",8,"cauc",17,41,"9945"
"male","cauc",1980.25,"kindergarten","small",474,559,"non-free","rural","bachelor","level1",6,"cauc",34,68,"9946"
"female","cauc",1979.75,"kindergarten","regular+aide",421,506,"free","suburban","bachelor",NA,0,"cauc",18,44,"9947"
"male","cauc",1980.25,"kindergarten","small",453,506,"non-free","suburban","master","level1",8,"cauc",25,58,"9948"
"female","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9949"
"female","cauc",1980.5,"kindergarten","small",445,513,"non-free","suburban","bachelor","level1",5,"cauc",25,58,"9950"
"male","cauc",1980.5,"kindergarten","small",474,520,"non-free","suburban","master","level1",15,"cauc",22,51,"9951"
"male","afam",1980.25,"kindergarten","regular",474,520,"free","inner-city","bachelor","level1",12,"afam",11,27,"9952"
"male","cauc",1980.5,"kindergarten","small",468,494,"non-free","suburban","bachelor","level1",16,"afam",22,51,"9953"
"female","cauc",1980.25,"kindergarten","regular+aide",463,478,"free","urban","bachelor","level1",14,"cauc",6,9,"9954"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9955"
"female","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9956"
"female","cauc",1980.25,"kindergarten","regular+aide",431,513,"free","rural","master","level1",12,"cauc",21,50,"9957"
"male","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9958"
"female","cauc",1980.5,"kindergarten","regular",390,434,"free","rural","master","level1",12,"cauc",6,8,"9959"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9960"
"female","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9961"
"male","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9962"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9963"
"female","afam",1979.75,"kindergarten","small",433,478,"non-free","suburban","bachelor",NA,5,"cauc",11,17,"9964"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9965"
"male","cauc",1980.25,"kindergarten","small",436,454,"non-free","urban","bachelor","level1",13,"cauc",6,9,"9966"
"male","cauc",1980.25,"kindergarten","small",419,473,"non-free","rural","bachelor","level1",5,"cauc",33,67,"9967"
"male","afam",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9968"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9969"
"male","cauc",1980.25,"kindergarten","small",450,494,"non-free","suburban","master","level1",18,"cauc",17,41,"9970"
"female","cauc",1979.75,"kindergarten","regular",474,536,"non-free","suburban","bachelor",NA,3,"cauc",18,43,"9971"
"male","afam",1980,"kindergarten","regular",448,489,"free","inner-city","bachelor","level1",24,"afam",11,22,"9972"
"male","cauc",1980,"kindergarten","regular+aide",442,520,"non-free","suburban","bachelor","level1",8,"afam",11,17,"9973"
"male","cauc",1980,"kindergarten","regular+aide",460,506,"non-free","suburban","master","level1",14,"cauc",12,36,"9974"
"female","afam",1980.5,"kindergarten","regular",439,536,"free","inner-city","bachelor","probation",0,"cauc",11,31,"9975"
"female","afam",1980.25,"kindergarten","regular+aide",433,473,"non-free","inner-city","master","level1",11,"cauc",11,18,"9976"
"male","cauc",1980,"kindergarten","regular+aide",424,559,"non-free","suburban","bachelor","level1",8,"afam",11,17,"9977"
"female","cauc",1980.25,"kindergarten","small",425,468,"free","rural","master+","level1",8,"cauc",41,78,"9978"
"male",NA,1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9979"
"male","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9980"
"male","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9981"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9982"
"female","cauc",1980.25,"kindergarten","regular+aide",402,463,"free","rural","master","level1",12,"cauc",6,8,"9983"
"male","cauc",1980.5,"kindergarten","regular",NA,468,"non-free","rural","bachelor","probation",0,"cauc",33,67,"9984"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9985"
"male","cauc",1980.5,"kindergarten","regular+aide",419,506,"free","urban","bachelor","level1",13,"cauc",20,48,"9986"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9987"
"male","cauc",1979.75,"kindergarten","small",538,500,"non-free","inner-city","bachelor","level1",9,"cauc",22,53,"9988"
"female","cauc",1979.75,"kindergarten","regular+aide",427,468,"non-free","rural","bachelor","level1",9,"cauc",21,49,"9989"
"male","cauc",1980.5,"kindergarten","small",443,473,"free","rural","bachelor","level1",19,"cauc",31,64,"9990"
"male","cauc",1979.75,"kindergarten","regular",503,576,"non-free","rural","bachelor","level1",13,"cauc",41,79,"9991"
"male","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9992"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9993"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9994"
"female","cauc",1980,"kindergarten","regular",422,489,"free","rural","master","level1",13,"cauc",6,8,"9995"
"male","cauc",1980,"kindergarten","regular",421,473,"non-free","rural","bachelor","level1",13,"cauc",41,79,"9996"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9997"
"female","cauc",1980.25,"kindergarten","small",483,506,"non-free","rural","bachelor","level1",4,"cauc",10,13,"9998"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999"
"male","afam",1980.25,"kindergarten","regular",421,520,"free","suburban","bachelor","apprentice",1,"cauc",11,23,"10000"
"male","afam",1980.5,"kindergarten","regular",433,412,"free","inner-city","master","level1",7,"cauc",11,28,"10001"
"male","afam",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10002"
"female","cauc",1980,"kindergarten","regular",456,484,"non-free","rural","master","level1",13,"cauc",6,8,"10003"
"male","afam",1980,"kindergarten","regular",393,412,"free","inner-city","bachelor","level1",12,"cauc",18,45,"10004"
"male","afam",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10005"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10006"
"male","afam",1980,"kindergarten","regular+aide",451,500,"non-free","inner-city","bachelor","level1",10,"afam",11,27,"10007"
"male","cauc",1979.5,"kindergarten","small",419,478,"non-free","rural","master","level1",13,"cauc",6,8,"10008"
"male","cauc",1979.75,"kindergarten","regular",425,444,"non-free","rural","master","level1",13,"cauc",6,8,"10009"
"female","afam",1979.75,"kindergarten","regular+aide",461,494,"free","inner-city","bachelor","level1",20,"afam",11,27,"10010"
"female","cauc",1979.75,"kindergarten","regular",500,559,"non-free","rural","master","level1",12,"cauc",31,65,"10011"
"female","cauc",1980.5,"kindergarten","small",490,547,"non-free","suburban","bachelor","level1",16,"afam",22,51,"10012"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10013"
"female","cauc",1980.5,"kindergarten","small",503,528,"non-free","rural","master","level1",12,"cauc",42,80,"10014"
"female","cauc",1980.25,"kindergarten","small",NA,NA,"non-free","rural","bachelor","apprentice",1,"cauc",24,57,"10015"
"male","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10016"
"male","cauc",1979.5,"kindergarten","small",483,602,"non-free","suburban","master","level1",7,"cauc",28,61,"10017"
"male","cauc",1980.5,"kindergarten","regular+aide",395,463,"non-free","suburban","master","level1",8,"cauc",28,61,"10018"
"male","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10019"
"female","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10020"
"male","afam",1980.5,"kindergarten","regular",447,500,"non-free","rural","master","level1",13,"cauc",23,55,"10021"
"female","cauc",1980,"kindergarten","regular",384,405,"free","rural","master","level1",8,"cauc",41,78,"10022"
"female","cauc",1979.75,"kindergarten","small",408,473,"non-free","rural","master","level1",6,"cauc",15,39,"10023"
"male","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10024"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10025"
"female","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10026"
"female","afam",1980.25,"kindergarten","regular+aide",418,423,"free","inner-city","bachelor","level1",16,"afam",11,22,"10027"
"female","cauc",1977.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10028"
"female","afam",1980.5,"kindergarten","regular+aide",431,418,"free","inner-city","bachelor","apprentice",0,"cauc",11,32,"10029"
"male","cauc",NA,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10030"
"female","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10031"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10032"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10033"
"male","cauc",1980.25,"kindergarten","regular+aide",442,520,"non-free","rural","bachelor","level1",3,"cauc",5,7,"10034"
"male","afam",1980,"kindergarten","regular",400,429,"non-free","rural","bachelor","apprentice",2,"cauc",24,57,"10035"
"male","cauc",1979.75,"kindergarten","small",455,559,"non-free","rural","bachelor","level1",3,"cauc",39,75,"10036"
"female","afam",1980,"kindergarten","small",527,626,"free","inner-city","bachelor","level1",3,"afam",11,22,"10037"
"male","afam",1980.5,"kindergarten","small",NA,NA,"free","suburban","bachelor","level1",11,"afam",11,23,"10038"
"female","cauc",1980.5,"kindergarten","regular",419,423,"free","rural","master","level1",8,"afam",32,66,"10039"
"female","afam",1980.25,"kindergarten","regular+aide",410,405,"free","inner-city","bachelor","level1",6,"afam",11,26,"10040"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10041"
"female","afam",1980.25,"kindergarten","small",463,520,"free","inner-city","bachelor","level1",3,"afam",11,28,"10042"
"male","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10043"
"female","afam",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10044"
"male","cauc",1980,"kindergarten","regular+aide",NA,NA,"non-free","rural","bachelor","level1",13,"cauc",32,66,"10045"
"male","cauc",1980.25,"kindergarten","regular+aide",430,484,"free","rural","master","level1",5,"cauc",15,39,"10046"
"male","afam",1978.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10047"
"male","cauc",1980.25,"kindergarten","regular+aide",422,489,"non-free","suburban","master+","level1",12,"cauc",22,51,"10048"
"male","cauc",1980.25,"kindergarten","small",421,478,"non-free","rural","bachelor","level1",15,"cauc",23,55,"10049"
"male","cauc",1980.25,"kindergarten","regular",460,520,"free","rural","master","level1",12,"cauc",31,65,"10050"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10051"
"female","cauc",1980,"kindergarten","regular+aide",458,536,"non-free","suburban","bachelor","probation",0,"cauc",18,46,"10052"
"male","cauc",1980,"kindergarten","regular",413,418,"free","inner-city","master","probation",3,"afam",22,53,"10053"
"female","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10054"
"female","cauc",1980.5,"kindergarten","regular+aide",403,412,"free","rural","master","level1",12,"cauc",41,79,"10055"
"male","afam",1980,"kindergarten","regular",380,392,"free","inner-city","bachelor",NA,2,"cauc",11,32,"10056"
"female","afam",1980.25,"kindergarten","regular",395,449,"free","inner-city","bachelor",NA,3,"afam",11,32,"10057"
"male","afam",1980.25,"kindergarten","regular",NA,NA,"free","inner-city","bachelor",NA,9,"afam",11,28,"10058"
"female","afam",1980.25,"kindergarten","regular",450,463,"non-free","inner-city","bachelor","level1",12,"cauc",18,45,"10059"
"female","afam",1980.5,"kindergarten","regular",443,506,"free","urban","bachelor","level1",5,"cauc",13,37,"10060"
"male","cauc",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10061"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10062"
"male","cauc",1980.5,"kindergarten","regular+aide",407,423,"free","rural","bachelor","level2",27,"cauc",35,70,"10063"
"female","afam",1980.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10064"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10065"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10066"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10067"
"female","afam",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10068"
"female","cauc",1980.5,"kindergarten","small",460,520,"free","rural","bachelor","level1",4,"cauc",10,13,"10069"
"female","cauc",1980.25,"kindergarten","regular+aide",442,520,"free","rural","bachelor","level1",14,"cauc",35,70,"10070"
"male","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10071"
"female","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10072"
"male","cauc",1980,"kindergarten","small",447,489,"free","rural","bachelor","level1",22,"cauc",40,76,"10073"
"female","afam",1980,"kindergarten","small",443,484,"free","inner-city","bachelor","apprentice",1,"cauc",11,33,"10074"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10075"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10076"
"female","afam",1980.25,"kindergarten","regular+aide",390,478,"free","suburban","bachelor","level1",21,"afam",11,23,"10077"
"male","afam",1980.5,"kindergarten","small",411,473,"free","inner-city","master","level1",8,"cauc",11,28,"10078"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10079"
"female","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10080"
"male","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10081"
"female","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10082"
"female","afam",1980,"kindergarten","regular",442,489,"free","inner-city","bachelor","level1",11,"cauc",11,22,"10083"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10084"
"female","cauc",1980.25,"kindergarten","small",460,484,"non-free","suburban","master","level1",7,"cauc",12,36,"10085"
"female","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10086"
"female","afam",1977.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10087"
"female","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10088"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10089"
"male","afam",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10090"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10091"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10092"
"male","cauc",1980.25,"kindergarten","regular+aide",408,454,"non-free","suburban","bachelor","level1",18,"cauc",22,52,"10093"
"female","cauc",1979.75,"kindergarten","small",413,434,"non-free","urban","bachelor","apprentice",1,"cauc",27,60,"10094"
"female","cauc",1980.25,"kindergarten","regular+aide",421,459,"non-free","rural","bachelor","level1",12,"cauc",12,35,"10095"
"female","afam",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10096"
"female","cauc",1980,"kindergarten","small",NA,NA,"non-free","rural","master","level1",6,"cauc",29,62,"10097"
"male","afam",1980.25,"kindergarten","small",411,473,"non-free","inner-city","bachelor","level1",21,"afam",11,15,"10098"
"male","cauc",1980,"kindergarten","regular",439,459,"non-free","rural","master","level1",10,"cauc",1,1,"10099"
"male","cauc",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10100"
"female","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10101"
"male","cauc",1979.75,"kindergarten","regular+aide",414,528,"non-free","rural","master","level1",12,"cauc",21,50,"10102"
"male","asian",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10103"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10104"
"female","cauc",1979.75,"kindergarten","small",500,559,"non-free","rural","master","level1",12,"cauc",42,80,"10105"
"female","cauc",1980.25,"kindergarten","regular+aide",463,576,"non-free","rural","master","level1",6,"cauc",35,69,"10106"
"female","afam",1978.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10107"
"female","cauc",1980.25,"kindergarten","regular",445,489,"non-free","rural","bachelor","level1",2,"cauc",40,76,"10108"
"male","cauc",1979.75,"kindergarten","regular+aide",436,536,"non-free","rural","bachelor",NA,9,"cauc",1,1,"10109"
"female","cauc",1980.25,"kindergarten","small",554,602,"non-free","urban","master+","level1",12,"cauc",7,10,"10110"
"female","cauc",1981.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10111"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10112"
"male","cauc",1980.25,"kindergarten","regular+aide",440,478,"non-free","rural","master","level1",21,"cauc",16,40,"10113"
"male","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10114"
"male","cauc",1980,"kindergarten","small",405,439,"free","suburban","bachelor",NA,5,"cauc",11,17,"10115"
"male","afam",1980.5,"kindergarten","regular",460,547,"non-free","inner-city","bachelor",NA,6,"afam",11,27,"10116"
"female","afam",1980.5,"kindergarten","small",395,392,"free","inner-city","bachelor","apprentice",1,"cauc",11,26,"10117"
"male","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10118"
"male","cauc",1980,"kindergarten","regular",436,454,"non-free","suburban","bachelor","level1",8,"cauc",4,4,"10119"
"male","afam",1980.5,"kindergarten","regular",433,449,"free","inner-city","bachelor","level1",5,"cauc",11,29,"10120"
"male","cauc",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10121"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10122"
"male","afam",1980.5,"kindergarten","regular",408,449,"free","inner-city","bachelor","level1",11,"cauc",11,22,"10123"
"female","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10124"
"male","cauc",1980.5,"kindergarten","small",445,520,"non-free","rural","bachelor","level1",12,"cauc",21,50,"10125"
"female","cauc",1979.75,"kindergarten","small",461,536,"non-free","rural","specialist","level1",10,"cauc",3,3,"10126"
"female","afam",1980,"kindergarten","regular+aide",421,478,"free","suburban","bachelor",NA,0,"cauc",18,44,"10127"
"male","cauc",1979.5,"kindergarten","regular+aide",411,468,"non-free","rural","bachelor",NA,2,"cauc",36,71,"10128"
"male","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10129"
"male","cauc",1980.25,"kindergarten","regular",434,459,"non-free","rural","master","level1",12,"cauc",31,65,"10130"
"female","cauc",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10131"
"male","cauc",NA,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10132"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10133"
"female","afam",1980.5,"kindergarten","small",397,434,"non-free","urban","bachelor","probation",1,"cauc",13,37,"10134"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10135"
"female","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10136"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10137"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10138"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10139"
"female","afam",1980.25,"kindergarten","regular+aide",413,439,"free","inner-city","master","level1",17,"cauc",11,16,"10140"
"male","cauc",1980,"kindergarten","small",430,468,"non-free","rural","bachelor","level1",21,"cauc",24,56,"10141"
